Fecha,BMV: AMX L,BMV: CEMEX CPO,BMV: FEMSA UBD,BMV: GAP B,BMV: GRUMA B,BMV:AUTLAN B,BMV:GFNORTE O,BMV:GISSA A,BMV:HERDEZ *,BMV:VITRO A,Z: CETES,BMV: NAFTRAC
5/16/2014,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02858438,0.0792
5/23/2014,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02898641,0.0792
5/30/2014,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02868489,0.0792
6/6/2014,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02536901,0.0792
6/13/2014,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02436453,0.0792
6/20/2014,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02446497,0.0792
6/27/2014,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02376191,0.0792
7/4/2014,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02446497,0.0792
7/11/2014,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02336019,0.0792
7/18/2014,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02336019,0.0792
7/25/2014,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02336019,0.0792
8/1/2014,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02325977,0.0792
8/8/2014,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02275767,0.0792
8/15/2014,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02285808,0.0792
8/22/2014,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02265725,0.0792
8/29/2014,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02255684,0.0792
9/5/2014,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02265725,0.0792
9/12/2014,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02436453,0.0792
9/19/2014,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02456541,0.0792
9/26/2014,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02426409,0.0792
10/3/2014,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02386234,0.0792
